"587","Z Mobile",NULL,"111"
"588","G.Mobile",NULL,"139"
"589","MobiCom",NULL,"139"
"590","Skytel",NULL,"139"
"591","Unitel",NULL,"139"
"592","m:tel CG",NULL,"140"
"593","T-Mobile",NULL,"140"
"594","Telenor",NULL,"140"
"595","Cable & Wireless",NULL,"141"
"596","IAM",NULL,"142"
"597","INWI",NULL,"142"
"598","Meditel",NULL,"142"
"599","Wana Corporate",NULL,"142"
"600","mCel",NULL,"143"
"601","Vodacom",NULL,"143"
"602","Leo",NULL,"144"
"603","MTC",NULL,"144"
"604","switch",NULL,"144"
"605","Digicel",NULL,"145"
"606","Namaste / NT Mobile",NULL,"146"
"607","Ncell",NULL,"146"
"608","Sky/C-Phone",NULL,"146"
"609","SmartCell",NULL,"146"
"610","6GMOBILE B.V.",NULL,"147"
"611","ASPIDER Solutions Nederland B.V.",NULL,"147"
"612","Breezz Nederland B.V.",NULL,"147"
"613","C Spire Wireless",NULL,"147"
"614","CapX B.V.",NULL,"147"
"615","Elephant Talk Communications Premium Rate Services",NULL,"147"
"616","Intercity Zakelijk",NULL,"147"
"617","KPN",NULL,"147"
"618","KPN Mobile The Netherlands B.V.",NULL,"147"
"619","Lancelot B.V.",NULL,"147"
"620","Lycamobile",NULL,"147"
"621","Ministerie van Defensie",NULL,"147"
"622","Mixe Communication Solutions B.V.",NULL,"147"
"623","Mundio Mobile (Netherlands) Ltd",NULL,"147"
"624","Private Mobility Nederland B.V.",NULL,"147"
"625","ProRail B.V.",NULL,"147"
"626","RadioAccess B.V.",NULL,"147"
"627","SpeakUp B.V.",NULL,"147"
"628","T-Mobile",NULL,"147"
"629","T-Mobile (BEN)",NULL,"147"
"630","Tele2",NULL,"147"
"631","Teleena (MVNE)",NULL,"147"
"632","Telfort",NULL,"147"
"633","Unica Installatietechniek B.V.",NULL,"147"
"634","Unify Group Holding B.V.",NULL,"147"
"635","UPC Nederland B.V.",NULL,"147"
"636","VastMobiel B.V.",NULL,"147"
"637","Vodafone Libertel B.V.",NULL,"147"
"638","Voiceworks",NULL,"147"
"639","Ziggo B.V.",NULL,"147"
"640","Mobilis",NULL,"149"
"641","2degrees",NULL,"150"
"642","Skinny",NULL,"150"
"643","Telecom",NULL,"150"
"644","TelstraClear",NULL,"150"
"645","Vodafone",NULL,"150"
"646","Woosh",NULL,"150"
"647","XT Mobile Network",NULL,"150"
"648","Claro",NULL,"151"
"649","movistar",NULL,"151"
"650","SERCOM",NULL,"151"
"651","Airtel",NULL,"152"
"652","Orange",NULL,"152"
"653","SahelCom",NULL,"152"
"654","Telecel",NULL,"152"
"655","Airtel",NULL,"153"
"656","Etisalat",NULL,"153"
"657","Glo",NULL,"153"
"658","M-Tel",NULL,"153"
"659","MTN",NULL,"153"
"660","Visafone",NULL,"153"
"661","Telecom Niue",NULL,"154"
"662","Koryolink",NULL,"156"
"663","SunNet",NULL,"156"
"664","Com4",NULL,"158"
"665","Ice",NULL,"158"
"666","Jernbaneverket AS",NULL,"158"
"667","Lyca",NULL,"158"
"668","NetCom",NULL,"158"
"669","Network Norway",NULL,"158"
"670","SystemNet",NULL,"158"
"671","TDC",NULL,"158"
"672","Tele2",NULL,"158"
"673","Telenor",NULL,"158"
"674","Teletopia",NULL,"158"
"675","Ventelo",NULL,"158"
"676","Nawras",NULL,"159"
"677","Oman Mobile",NULL,"159"
"678","Mobilink",NULL,"160"
"679","Telenor",NULL,"160"
"680","Ufone",NULL,"160"
"681","Warid",NULL,"160"
"682","Zong",NULL,"160"
"683","Palau Mobile",NULL,"161"
"684","PNCC",NULL,"161"
"685","Cable & Wireless",NULL,"162"
"686","Claro",NULL,"162"
"687","Digicel",NULL,"162"
"688","movistar",NULL,"162"
"689","B-Mobile",NULL,"163"
"690","Digicel",NULL,"163"
"691","Claro/Hutchison",NULL,"164"
"692","Copaco",NULL,"164"
"693","Personal",NULL,"164"
"694","Tigo",NULL,"164"
"695","VOX",NULL,"164"
"696","Claro(TIM)",NULL,"165"
"697","Movistar",NULL,"165"
"698","NEXTEL",NULL,"165"
"699","Cure",NULL,"166"
"700","Globe",NULL,"166"
"701","Islacom",NULL,"166"
"702","Nextel",NULL,"166"
"703","PLDT via ACeS Philippines",NULL,"166"
"704","Smart",NULL,"166"
"705","Sun",NULL,"166"
"706","Aero2",NULL,"168"
"707","CenterNet",NULL,"168"
"708","CenterNet S.A.",NULL,"168"
"709","Cyfrowy Polsat",NULL,"168"
"710","E-Telko Sp. z o.o.",NULL,"168"
"711","Lycamobile",NULL,"168"
"712","Mobyland",NULL,"168"
"713","Netia",NULL,"168"
"714","Nordisk Polska",NULL,"168"
"715","Orange",NULL,"168"
"716","P4 Sp. z o.o.",NULL,"168"
"717","Play",NULL,"168"
"718","Plus",NULL,"168"
"719","Polska Telefonia Cyfrowa Sp. z o.o.",NULL,"168"
"720","Polska Telefonia Komorkowa Centertel Sp. z o.o.",NULL,"168"
"721","Sferia",NULL,"168"
"722","T-Mobile",NULL,"168"
"723","Optimus",NULL,"169"
"724","TMN",NULL,"169"
"725","Vodafone",NULL,"169"
"726","Zapp",NULL,"169"
"727","Claro",NULL,"170"
"728","Open Mobile",NULL,"170"
"729","Ministry of Interior",NULL,"171"
"730","Qtel",NULL,"171"
"731","Vodafone",NULL,"171"
"732","Airtel",NULL,"172"
"733","Libertis Telecom",NULL,"172"
"734","Warid Telecom",NULL,"172"
"735","Cosmote",NULL,"173"
"736","Digi.Mobil",NULL,"173"
"737","Orange",NULL,"173"
"738","Romtelecom",NULL,"173"
"739","Vodafone",NULL,"173"
"740","Akos",NULL,"174"
"741","Baykalwestcom",NULL,"174"
"742","Beeline",NULL,"174"
"743","DTC",NULL,"174"
"744","ETK",NULL,"174"
"745","INDIGO",NULL,"174"
"746","KUGSM",NULL,"174"
"747","MegaFon",NULL,"174"
"748","Mobicom - Novosibirsk",NULL,"174"
"749","MOTIV",NULL,"174"
"750","MTS",NULL,"174"
"751","NCC",NULL,"174"
"752","NTC",NULL,"174"
"753","Primtelefon",NULL,"174"
"754","Sibchallenge",NULL,"174"
"755","Skylink",NULL,"174"
"756","SMARTS",NULL,"174"
"757","Sonic Duo",NULL,"174"
"758","Stavtelesot / North Caucasian GSM",NULL,"174"
"759","Tambov GSM",NULL,"174"
"760","Tele2",NULL,"174"
"761","Telecom XXI",NULL,"174"
"762","Utel",NULL,"174"
"763","Yota",NULL,"174"
"764","Airtel",NULL,"175"
"765","MTN",NULL,"175"
"766","Rwandatel",NULL,"175"
"767","Tigo",NULL,"175"
"768","Chippie",NULL,"178"
"769","Digicel",NULL,"178"
"770","LIME",NULL,"178"
"771","Cable & Wireless",NULL,"179"
"772","Digicel[citation needed]",NULL,"179"
"773","Ameris",NULL,"181"
"774","Cable & Wireless",NULL,"182"
"775","Cingular Wireless",NULL,"182"
"776","Digicel",NULL,"182"
"777","Bluesky",NULL,"183"
"778","Digicel",NULL,"183"
"779","PRIMA",NULL,"184"
"780","CSTmovel",NULL,"185"
"781","Al Jawal",NULL,"186"
"782","Mobily",NULL,"186"
"783","Zain SA",NULL,"186"
"784","Expresso",NULL,"187"
"785","Orange",NULL,"187"
"786","Tigo",NULL,"187"
"787","mt:s",NULL,"188"
"788","Telenor",NULL,"188"
"789","VIP",NULL,"188"
"790","Airtel",NULL,"189"
"791","Cable & Wireless",NULL,"189"
"792","Mediatech International",NULL,"189"
"793","Africell",NULL,"190"
